Year,Area_of_Residence,Sex,Age_at_Death,VALUE
2018,Rest of Co. Offaly,Male,1 - 4 years,0.0
2018,Rest of Co. Offaly,Male,5 - 9 years,0.0
2018,Rest of Co. Offaly,Male,10 - 14 years,0.0
2018,Rest of Co. Offaly,Male,15 - 19 years,0.0
2018,Rest of Co. Offaly,Male,20 - 24 years,0.0
2018,Rest of Co. Offaly,Male,25 - 29 years,0.0
2018,Rest of Co. Offaly,Male,30 - 34 years,1.0
2018,Rest of Co. Offaly,Male,35 - 39 years,1.0
2018,Rest of Co. Offaly,Male,40 - 44 years,1.0
2018,Rest of Co. Offaly,Male,45 - 49 years,0.0
2018,Rest of Co. Offaly,Male,50 - 54 years,3.0
2018,Rest of Co. Offaly,Male,55 - 59 years,2.0
2018,Rest of Co. Offaly,Male,60 - 64 years,5.0
2018,Rest of Co. Offaly,Male,65 - 69 years,15.0
2018,Rest of Co. Offaly,Male,70 - 74 years,18.0
2018,Rest of Co. Offaly,Male,75 - 79 years,23.0
2018,Rest of Co. Offaly,Male,80 - 84 years,22.0
2018,Rest of Co. Offaly,Male,85 years and over,52.0
2018,Rest of Co. Offaly,Male,All ages,145.0
2018,Rest of Co. Offaly,Female,Under 1 year,1.0
2018,Rest of Co. Offaly,Female,1 - 4 years,0.0
2018,Rest of Co. Offaly,Female,5 - 9 years,0.0
2018,Rest of Co. Offaly,Female,10 - 14 years,0.0
2018,Rest of Co. Offaly,Female,15 - 19 years,0.0
2018,Rest of Co. Offaly,Female,20 - 24 years,1.0
2018,Rest of Co. Offaly,Female,25 - 29 years,0.0
2018,Rest of Co. Offaly,Female,30 - 34 years,1.0
2018,Rest of Co. Offaly,Female,35 - 39 years,0.0
2018,Rest of Co. Offaly,Female,40 - 44 years,0.0
2018,Rest of Co. Offaly,Female,45 - 49 years,6.0
2018,Rest of Co. Offaly,Female,50 - 54 years,3.0
2018,Rest of Co. Offaly,Female,55 - 59 years,1.0
2018,Rest of Co. Offaly,Female,60 - 64 years,5.0
2018,Rest of Co. Offaly,Female,65 - 69 years,16.0
2018,Rest of Co. Offaly,Female,70 - 74 years,9.0
2018,Rest of Co. Offaly,Female,75 - 79 years,18.0
2018,Rest of Co. Offaly,Female,80 - 84 years,18.0
2018,Rest of Co. Offaly,Female,85 years and over,61.0
2018,Rest of Co. Offaly,Female,All ages,140.0
2018,Westmeath,Both sexes,Under 1 year,3.0
2018,Westmeath,Both sexes,1 - 4 years,0.0
2018,Westmeath,Both sexes,5 - 9 years,0.0
2018,Westmeath,Both sexes,10 - 14 years,0.0
2018,Westmeath,Both sexes,15 - 19 years,2.0
2018,Westmeath,Both sexes,20 - 24 years,0.0
2018,Westmeath,Both sexes,25 - 29 years,3.0
2018,Westmeath,Both sexes,30 - 34 years,4.0
2018,Westmeath,Both sexes,35 - 39 years,3.0
2018,Westmeath,Both sexes,40 - 44 years,6.0
2018,Westmeath,Both sexes,45 - 49 years,13.0
2018,Westmeath,Both sexes,50 - 54 years,17.0
2018,Westmeath,Both sexes,55 - 59 years,25.0
2018,Westmeath,Both sexes,60 - 64 years,36.0
2018,Westmeath,Both sexes,65 - 69 years,43.0
2018,Westmeath,Both sexes,70 - 74 years,64.0
2018,Westmeath,Both sexes,75 - 79 years,70.0
2018,Westmeath,Both sexes,80 - 84 years,93.0
2018,Westmeath,Both sexes,85 years and over,191.0
2018,Westmeath,Both sexes,All ages,573.0
2018,Westmeath,Male,Under 1 year,2.0
2018,Westmeath,Male,1 - 4 years,0.0
2018,Westmeath,Male,5 - 9 years,0.0
2018,Westmeath,Male,10 - 14 years,0.0
2018,Westmeath,Male,15 - 19 years,2.0
2018,Westmeath,Male,20 - 24 years,0.0
2018,Westmeath,Male,25 - 29 years,2.0
2018,Westmeath,Male,30 - 34 years,1.0
2018,Westmeath,Male,35 - 39 years,2.0
2018,Westmeath,Male,40 - 44 years,1.0
2018,Westmeath,Male,45 - 49 years,8.0
2018,Westmeath,Male,50 - 54 years,10.0
2018,Westmeath,Male,55 - 59 years,19.0
2018,Westmeath,Male,60 - 64 years,24.0
2018,Westmeath,Male,65 - 69 years,24.0
2018,Westmeath,Male,70 - 74 years,38.0
2018,Westmeath,Male,75 - 79 years,39.0
2018,Westmeath,Male,80 - 84 years,53.0
2018,Westmeath,Male,85 years and over,68.0
2018,Westmeath,Male,All ages,293.0
2018,Westmeath,Female,Under 1 year,1.0
2018,Westmeath,Female,1 - 4 years,0.0
2018,Westmeath,Female,5 - 9 years,0.0
2018,Westmeath,Female,10 - 14 years,0.0
2018,Westmeath,Female,15 - 19 years,0.0
2018,Westmeath,Female,20 - 24 years,0.0
2018,Westmeath,Female,25 - 29 years,1.0
2018,Westmeath,Female,30 - 34 years,3.0
2018,Westmeath,Female,35 - 39 years,1.0
2018,Westmeath,Female,40 - 44 years,5.0
2018,Westmeath,Female,45 - 49 years,5.0
2018,Westmeath,Female,50 - 54 years,7.0
2018,Westmeath,Female,55 - 59 years,6.0
2018,Westmeath,Female,60 - 64 years,12.0
2018,Westmeath,Female,65 - 69 years,19.0
2018,Westmeath,Female,70 - 74 years,26.0
2018,Westmeath,Female,75 - 79 years,31.0
2018,Westmeath,Female,80 - 84 years,40.0
2018,Westmeath,Female,85 years and over,123.0
2018,Westmeath,Female,All ages,280.0
2018,Athlone Town,Both sexes,Under 1 year,0.0
2018,Athlone Town,Both sexes,1 - 4 years,0.0
2018,Athlone Town,Both sexes,5 - 9 years,0.0
2018,Athlone Town,Both sexes,10 - 14 years,0.0
2018,Athlone Town,Both sexes,15 - 19 years,0.0
2018,Athlone Town,Both sexes,20 - 24 years,0.0
2018,Athlone Town,Both sexes,25 - 29 years,1.0
2018,Athlone Town,Both sexes,30 - 34 years,0.0
2018,Athlone Town,Both sexes,35 - 39 years,0.0
2018,Athlone Town,Both sexes,40 - 44 years,1.0
2018,Athlone Town,Both sexes,45 - 49 years,3.0
2018,Athlone Town,Both sexes,50 - 54 years,3.0
2018,Athlone Town,Both sexes,55 - 59 years,4.0
2018,Athlone Town,Both sexes,60 - 64 years,6.0
2018,Athlone Town,Both sexes,65 - 69 years,12.0
2018,Athlone Town,Both sexes,70 - 74 years,17.0
2018,Athlone Town,Both sexes,75 - 79 years,14.0
2018,Athlone Town,Both sexes,80 - 84 years,19.0
2018,Athlone Town,Both sexes,85 years and over,33.0
2018,Athlone Town,Both sexes,All ages,113.0
2018,Athlone Town,Male,Under 1 year,0.0
2018,Athlone Town,Male,1 - 4 years,0.0
2018,Athlone Town,Male,5 - 9 years,0.0
2018,Athlone Town,Male,10 - 14 years,0.0
2018,Athlone Town,Male,15 - 19 years,0.0
2018,Athlone Town,Male,20 - 24 years,0.0
2018,Athlone Town,Male,25 - 29 years,1.0
2018,Athlone Town,Male,30 - 34 years,0.0
2018,Athlone Town,Male,35 - 39 years,0.0
2018,Athlone Town,Male,40 - 44 years,1.0
2018,Athlone Town,Male,45 - 49 years,1.0
2018,Athlone Town,Male,50 - 54 years,2.0
2018,Athlone Town,Male,55 - 59 years,4.0
2018,Athlone Town,Male,60 - 64 years,2.0
2018,Athlone Town,Male,65 - 69 years,8.0
2018,Athlone Town,Male,70 - 74 years,9.0
2018,Athlone Town,Male,75 - 79 years,7.0
2018,Athlone Town,Male,80 - 84 years,8.0
2018,Athlone Town,Male,85 years and over,12.0
2018,Athlone Town,Male,All ages,55.0
2018,Athlone Town,Female,Under 1 year,0.0
2018,Athlone Town,Female,1 - 4 years,0.0
2018,Athlone Town,Female,5 - 9 years,0.0
2018,Athlone Town,Female,10 - 14 years,0.0
2018,Athlone Town,Female,15 - 19 years,0.0
2018,Athlone Town,Female,20 - 24 years,0.0
2018,Athlone Town,Female,25 - 29 years,0.0
2018,Athlone Town,Female,30 - 34 years,0.0
2018,Athlone Town,Female,35 - 39 years,0.0
2018,Athlone Town,Female,40 - 44 years,0.0
2018,Athlone Town,Female,45 - 49 years,2.0
2018,Athlone Town,Female,50 - 54 years,1.0
2018,Athlone Town,Female,55 - 59 years,0.0
2018,Athlone Town,Female,60 - 64 years,4.0
2018,Athlone Town,Female,65 - 69 years,4.0
2018,Athlone Town,Female,70 - 74 years,8.0
2018,Athlone Town,Female,75 - 79 years,7.0
2018,Athlone Town,Female,80 - 84 years,11.0
2018,Athlone Town,Female,85 years and over,21.0
2018,Athlone Town,Female,All ages,58.0
2018,Mullingar,Both sexes,Under 1 year,2.0
2018,Mullingar,Both sexes,1 - 4 years,0.0
2018,Mullingar,Both sexes,5 - 9 years,0.0
2018,Mullingar,Both sexes,10 - 14 years,0.0
2018,Mullingar,Both sexes,15 - 19 years,0.0
2018,Mullingar,Both sexes,20 - 24 years,0.0
2018,Mullingar,Both sexes,25 - 29 years,0.0
2018,Mullingar,Both sexes,30 - 34 years,1.0
2018,Mullingar,Both sexes,35 - 39 years,1.0
2018,Mullingar,Both sexes,40 - 44 years,1.0
2018,Mullingar,Both sexes,45 - 49 years,1.0
2018,Mullingar,Both sexes,50 - 54 years,3.0
2018,Mullingar,Both sexes,55 - 59 years,8.0
2018,Mullingar,Both sexes,60 - 64 years,8.0
2018,Mullingar,Both sexes,65 - 69 years,9.0
2018,Mullingar,Both sexes,70 - 74 years,14.0
2018,Mullingar,Both sexes,75 - 79 years,11.0
2018,Mullingar,Both sexes,80 - 84 years,19.0
2018,Mullingar,Both sexes,85 years and over,36.0
2018,Mullingar,Both sexes,All ages,114.0
2018,Mullingar,Male,Under 1 year,2.0
2018,Mullingar,Male,1 - 4 years,0.0
2018,Mullingar,Male,5 - 9 years,0.0
2018,Mullingar,Male,10 - 14 years,0.0
2018,Mullingar,Male,15 - 19 years,0.0
2018,Mullingar,Male,20 - 24 years,0.0
2018,Mullingar,Male,25 - 29 years,0.0
2018,Mullingar,Male,30 - 34 years,0.0
2018,Mullingar,Male,35 - 39 years,0.0
2018,Mullingar,Male,40 - 44 years,0.0
2018,Mullingar,Male,45 - 49 years,1.0
2018,Mullingar,Male,50 - 54 years,2.0
2018,Mullingar,Male,55 - 59 years,7.0
2018,Mullingar,Male,60 - 64 years,5.0
2018,Mullingar,Male,65 - 69 years,4.0
2018,Mullingar,Male,70 - 74 years,10.0
2018,Mullingar,Male,75 - 79 years,8.0
2018,Mullingar,Male,80 - 84 years,10.0
2018,Mullingar,Male,85 years and over,11.0
2018,Mullingar,Male,All ages,60.0
2018,Mullingar,Female,Under 1 year,0.0
2018,Mullingar,Female,1 - 4 years,0.0
2018,Mullingar,Female,5 - 9 years,0.0
2018,Mullingar,Female,10 - 14 years,0.0
2018,Mullingar,Female,15 - 19 years,0.0
2018,Mullingar,Female,20 - 24 years,0.0
2018,Mullingar,Female,25 - 29 years,0.0
2018,Mullingar,Female,30 - 34 years,1.0
2018,Mullingar,Female,35 - 39 years,1.0
2018,Mullingar,Female,40 - 44 years,1.0
2018,Mullingar,Female,45 - 49 years,0.0
2018,Mullingar,Female,50 - 54 years,1.0
2018,Mullingar,Female,55 - 59 years,1.0
2018,Mullingar,Female,60 - 64 years,3.0
2018,Mullingar,Female,65 - 69 years,5.0
2018,Mullingar,Female,70 - 74 years,4.0
2018,Mullingar,Female,75 - 79 years,3.0
2018,Mullingar,Female,80 - 84 years,9.0
2018,Mullingar,Female,85 years and over,25.0
2018,Mullingar,Female,All ages,54.0
2018,Rest of Co. Westmeath,Both sexes,Under 1 year,1.0
2018,Rest of Co. Westmeath,Both sexes,1 - 4 years,0.0
2018,Rest of Co. Westmeath,Both sexes,5 - 9 years,0.0
2018,Rest of Co. Westmeath,Both sexes,10 - 14 years,0.0
2018,Rest of Co. Westmeath,Both sexes,15 - 19 years,2.0
2018,Rest of Co. Westmeath,Both sexes,20 - 24 years,0.0
2018,Rest of Co. Westmeath,Both sexes,25 - 29 years,2.0
2018,Rest of Co. Westmeath,Both sexes,30 - 34 years,3.0
2018,Rest of Co. Westmeath,Both sexes,35 - 39 years,2.0
2018,Rest of Co. Westmeath,Both sexes,40 - 44 years,4.0
2018,Rest of Co. Westmeath,Both sexes,45 - 49 years,9.0
2018,Rest of Co. Westmeath,Both sexes,50 - 54 years,11.0
2018,Rest of Co. Westmeath,Both sexes,55 - 59 years,13.0
2018,Rest of Co. Westmeath,Both sexes,60 - 64 years,22.0
2018,Rest of Co. Westmeath,Both sexes,65 - 69 years,22.0
2018,Rest of Co. Westmeath,Both sexes,70 - 74 years,33.0
2018,Rest of Co. Westmeath,Both sexes,75 - 79 years,45.0
2018,Rest of Co. Westmeath,Both sexes,80 - 84 years,55.0
2018,Rest of Co. Westmeath,Both sexes,85 years and over,122.0
2018,Rest of Co. Westmeath,Both sexes,All ages,346.0
2018,Rest of Co. Westmeath,Male,Under 1 year,0.0
2018,Rest of Co. Westmeath,Male,1 - 4 years,0.0
2018,Rest of Co. Westmeath,Male,5 - 9 years,0.0
2018,Rest of Co. Westmeath,Male,10 - 14 years,0.0
2018,Rest of Co. Westmeath,Male,15 - 19 years,2.0
2018,Rest of Co. Westmeath,Male,20 - 24 years,0.0
2018,Rest of Co. Westmeath,Male,25 - 29 years,1.0
2018,Rest of Co. Westmeath,Male,30 - 34 years,1.0
2018,Rest of Co. Westmeath,Male,35 - 39 years,2.0
2018,Rest of Co. Westmeath,Male,40 - 44 years,0.0
2018,Rest of Co. Westmeath,Male,45 - 49 years,6.0
2018,Rest of Co. Westmeath,Male,50 - 54 years,6.0
2018,Rest of Co. Westmeath,Male,55 - 59 years,8.0
2018,Rest of Co. Westmeath,Male,60 - 64 years,17.0
2018,Rest of Co. Westmeath,Male,65 - 69 years,12.0
2018,Rest of Co. Westmeath,Male,70 - 74 years,19.0
2018,Rest of Co. Westmeath,Male,75 - 79 years,24.0
2018,Rest of Co. Westmeath,Male,80 - 84 years,35.0
2018,Rest of Co. Westmeath,Male,85 years and over,45.0
2018,Rest of Co. Westmeath,Male,All ages,178.0
2018,Rest of Co. Westmeath,Female,Under 1 year,1.0
2018,Rest of Co. Westmeath,Female,1 - 4 years,0.0
2018,Rest of Co. Westmeath,Female,5 - 9 years,0.0
2018,Rest of Co. Westmeath,Female,10 - 14 years,0.0
2018,Rest of Co. Westmeath,Female,15 - 19 years,0.0
2018,Rest of Co. Westmeath,Female,20 - 24 years,0.0
2018,Rest of Co. Westmeath,Female,25 - 29 years,1.0
2018,Rest of Co. Westmeath,Female,30 - 34 years,2.0
2018,Rest of Co. Westmeath,Female,35 - 39 years,0.0
2018,Rest of Co. Westmeath,Female,40 - 44 years,4.0
2018,Rest of Co. Westmeath,Female,45 - 49 years,3.0
2018,Rest of Co. Westmeath,Female,50 - 54 years,5.0
2018,Rest of Co. Westmeath,Female,55 - 59 years,5.0
2018,Rest of Co. Westmeath,Female,60 - 64 years,5.0
2018,Rest of Co. Westmeath,Female,65 - 69 years,10.0
2018,Rest of Co. Westmeath,Female,70 - 74 years,14.0
2018,Rest of Co. Westmeath,Female,75 - 79 years,21.0
2018,Rest of Co. Westmeath,Female,80 - 84 years,20.0
2018,Rest of Co. Westmeath,Female,85 years and over,77.0
2018,Rest of Co. Westmeath,Female,All ages,168.0
2018,Wexford,Both sexes,Under 1 year,9.0
2018,Wexford,Both sexes,1 - 4 years,1.0
2018,Wexford,Both sexes,5 - 9 years,1.0
2018,Wexford,Both sexes,10 - 14 years,2.0
2018,Wexford,Both sexes,15 - 19 years,2.0
2018,Wexford,Both sexes,20 - 24 years,6.0
2018,Wexford,Both sexes,25 - 29 years,1.0
2018,Wexford,Both sexes,30 - 34 years,9.0
2018,Wexford,Both sexes,35 - 39 years,9.0
2018,Wexford,Both sexes,40 - 44 years,13.0
2018,Wexford,Both sexes,45 - 49 years,25.0
2018,Wexford,Both sexes,50 - 54 years,28.0
2018,Wexford,Both sexes,55 - 59 years,47.0
2018,Wexford,Both sexes,60 - 64 years,55.0
2018,Wexford,Both sexes,65 - 69 years,79.0
2018,Wexford,Both sexes,70 - 74 years,122.0
2018,Wexford,Both sexes,75 - 79 years,161.0
2018,Wexford,Both sexes,80 - 84 years,196.0
2018,Wexford,Both sexes,85 years and over,363.0
2018,Wexford,Both sexes,All ages,1129.0
2018,Wexford,Male,Under 1 year,4.0
2018,Wexford,Male,1 - 4 years,1.0
2018,Wexford,Male,5 - 9 years,1.0
2018,Wexford,Male,10 - 14 years,1.0
2018,Wexford,Male,15 - 19 years,1.0
2018,Wexford,Male,20 - 24 years,2.0
2018,Wexford,Male,25 - 29 years,0.0
2018,Wexford,Male,30 - 34 years,6.0
2018,Wexford,Male,35 - 39 years,7.0
2018,Wexford,Male,40 - 44 years,9.0
2018,Wexford,Male,45 - 49 years,18.0
2018,Wexford,Male,50 - 54 years,17.0
2018,Wexford,Male,55 - 59 years,26.0
2018,Wexford,Male,60 - 64 years,26.0
2018,Wexford,Male,65 - 69 years,47.0
2018,Wexford,Male,70 - 74 years,75.0
2018,Wexford,Male,75 - 79 years,92.0
2018,Wexford,Male,80 - 84 years,100.0
2018,Wexford,Male,85 years and over,147.0
2018,Wexford,Male,All ages,580.0
2018,Wexford,Female,Under 1 year,5.0
2018,Wexford,Female,1 - 4 years,0.0
2018,Wexford,Female,5 - 9 years,0.0
2018,Wexford,Female,10 - 14 years,1.0
2018,Wexford,Female,15 - 19 years,1.0
2018,Wexford,Female,20 - 24 years,4.0
2018,Wexford,Female,25 - 29 years,1.0
2018,Wexford,Female,30 - 34 years,3.0
2018,Wexford,Female,35 - 39 years,2.0
2018,Wexford,Female,40 - 44 years,4.0
2018,Wexford,Female,45 - 49 years,7.0
2018,Wexford,Female,50 - 54 years,11.0
2018,Wexford,Female,55 - 59 years,21.0
2018,Wexford,Female,60 - 64 years,29.0
2018,Wexford,Female,65 - 69 years,32.0
2018,Wexford,Female,70 - 74 years,47.0
2018,Wexford,Female,75 - 79 years,69.0
2018,Wexford,Female,80 - 84 years,96.0
2018,Wexford,Female,85 years and over,216.0
2018,Wexford,Female,All ages,549.0
2018,Enniscorthy Town,Both sexes,Under 1 year,0.0
2018,Enniscorthy Town,Both sexes,1 - 4 years,0.0
2018,Enniscorthy Town,Both sexes,5 - 9 years,0.0
2018,Enniscorthy Town,Both sexes,10 - 14 years,0.0
2018,Enniscorthy Town,Both sexes,15 - 19 years,0.0
2018,Enniscorthy Town,Both sexes,20 - 24 years,0.0
2018,Enniscorthy Town,Both sexes,25 - 29 years,0.0
2018,Enniscorthy Town,Both sexes,30 - 34 years,1.0
2018,Enniscorthy Town,Both sexes,35 - 39 years,0.0
2018,Enniscorthy Town,Both sexes,40 - 44 years,2.0
2018,Enniscorthy Town,Both sexes,45 - 49 years,0.0
2018,Enniscorthy Town,Both sexes,50 - 54 years,1.0
2018,Enniscorthy Town,Both sexes,55 - 59 years,4.0
2018,Enniscorthy Town,Both sexes,60 - 64 years,0.0
2018,Enniscorthy Town,Both sexes,65 - 69 years,2.0
2018,Enniscorthy Town,Both sexes,70 - 74 years,7.0
2018,Enniscorthy Town,Both sexes,75 - 79 years,10.0
2018,Enniscorthy Town,Both sexes,80 - 84 years,10.0
2018,Enniscorthy Town,Both sexes,85 years and over,26.0
2018,Enniscorthy Town,Both sexes,All ages,63.0
2018,Enniscorthy Town,Male,Under 1 year,0.0
2018,Enniscorthy Town,Male,1 - 4 years,0.0
2018,Enniscorthy Town,Male,5 - 9 years,0.0
2018,Enniscorthy Town,Male,10 - 14 years,0.0
2018,Enniscorthy Town,Male,15 - 19 years,0.0
2018,Enniscorthy Town,Male,20 - 24 years,0.0
2018,Enniscorthy Town,Male,25 - 29 years,0.0
2018,Enniscorthy Town,Male,30 - 34 years,1.0
2018,Enniscorthy Town,Male,35 - 39 years,0.0
2018,Enniscorthy Town,Male,40 - 44 years,1.0
2018,Enniscorthy Town,Male,45 - 49 years,0.0
2018,Enniscorthy Town,Male,50 - 54 years,1.0
2018,Enniscorthy Town,Male,55 - 59 years,2.0
2018,Enniscorthy Town,Male,60 - 64 years,0.0
2018,Enniscorthy Town,Male,65 - 69 years,1.0
2018,Enniscorthy Town,Male,70 - 74 years,5.0
2018,Enniscorthy Town,Male,75 - 79 years,4.0
2018,Enniscorthy Town,Male,80 - 84 years,5.0
2018,Enniscorthy Town,Male,85 years and over,13.0
2018,Enniscorthy Town,Male,All ages,33.0
2018,Enniscorthy Town,Female,Under 1 year,0.0
2018,Enniscorthy Town,Female,1 - 4 years,0.0
2018,Enniscorthy Town,Female,5 - 9 years,0.0
2018,Enniscorthy Town,Female,10 - 14 years,0.0
2018,Enniscorthy Town,Female,15 - 19 years,0.0
2018,Enniscorthy Town,Female,20 - 24 years,0.0
2018,Enniscorthy Town,Female,25 - 29 years,0.0
2018,Enniscorthy Town,Female,30 - 34 years,0.0
2018,Enniscorthy Town,Female,35 - 39 years,0.0
2018,Enniscorthy Town,Female,40 - 44 years,1.0
2018,Enniscorthy Town,Female,45 - 49 years,0.0
2018,Enniscorthy Town,Female,50 - 54 years,0.0
2018,Enniscorthy Town,Female,55 - 59 years,2.0
2018,Enniscorthy Town,Female,60 - 64 years,0.0
2018,Enniscorthy Town,Female,65 - 69 years,1.0
2018,Enniscorthy Town,Female,70 - 74 years,2.0
2018,Enniscorthy Town,Female,75 - 79 years,6.0
2018,Enniscorthy Town,Female,80 - 84 years,5.0
2018,Enniscorthy Town,Female,85 years and over,13.0
2018,Enniscorthy Town,Female,All ages,30.0
2018,New Ross Town,Both sexes,Under 1 year,0.0
2018,New Ross Town,Both sexes,1 - 4 years,0.0
2018,New Ross Town,Both sexes,5 - 9 years,0.0
2018,New Ross Town,Both sexes,10 - 14 years,0.0
2018,New Ross Town,Both sexes,15 - 19 years,0.0
2018,New Ross Town,Both sexes,20 - 24 years,0.0
2018,New Ross Town,Both sexes,25 - 29 years,0.0
2018,New Ross Town,Both sexes,30 - 34 years,1.0
2018,New Ross Town,Both sexes,35 - 39 years,0.0
2018,New Ross Town,Both sexes,40 - 44 years,1.0
2018,New Ross Town,Both sexes,45 - 49 years,2.0
2018,New Ross Town,Both sexes,50 - 54 years,4.0
2018,New Ross Town,Both sexes,55 - 59 years,3.0
2018,New Ross Town,Both sexes,60 - 64 years,5.0
2018,New Ross Town,Both sexes,65 - 69 years,3.0
2018,New Ross Town,Both sexes,70 - 74 years,12.0
2018,New Ross Town,Both sexes,75 - 79 years,12.0
2018,New Ross Town,Both sexes,80 - 84 years,15.0
2018,New Ross Town,Both sexes,85 years and over,21.0
2018,New Ross Town,Both sexes,All ages,79.0
2018,New Ross Town,Male,Under 1 year,0.0
2018,New Ross Town,Male,1 - 4 years,0.0
2018,New Ross Town,Male,5 - 9 years,0.0
2018,New Ross Town,Male,10 - 14 years,0.0
2018,New Ross Town,Male,15 - 19 years,0.0
2018,New Ross Town,Male,20 - 24 years,0.0
2018,New Ross Town,Male,25 - 29 years,0.0
2018,New Ross Town,Male,30 - 34 years,1.0
2018,New Ross Town,Male,35 - 39 years,0.0
2018,New Ross Town,Male,40 - 44 years,1.0
2018,New Ross Town,Male,45 - 49 years,2.0
2018,New Ross Town,Male,50 - 54 years,2.0
2018,New Ross Town,Male,55 - 59 years,3.0
2018,New Ross Town,Male,60 - 64 years,3.0
2018,New Ross Town,Male,65 - 69 years,1.0
2018,New Ross Town,Male,70 - 74 years,9.0
2018,New Ross Town,Male,75 - 79 years,7.0
2018,New Ross Town,Male,80 - 84 years,7.0
2018,New Ross Town,Male,85 years and over,7.0
2018,New Ross Town,Male,All ages,43.0
2018,New Ross Town,Female,Under 1 year,0.0
2018,New Ross Town,Female,1 - 4 years,0.0
2018,New Ross Town,Female,5 - 9 years,0.0
2018,New Ross Town,Female,10 - 14 years,0.0
2018,New Ross Town,Female,15 - 19 years,0.0
2018,New Ross Town,Female,20 - 24 years,0.0
2018,New Ross Town,Female,25 - 29 years,0.0
2018,New Ross Town,Female,30 - 34 years,0.0
2018,New Ross Town,Female,35 - 39 years,0.0
2018,New Ross Town,Female,40 - 44 years,0.0
2018,New Ross Town,Female,45 - 49 years,0.0
2018,New Ross Town,Female,50 - 54 years,2.0
2018,New Ross Town,Female,55 - 59 years,0.0
2018,New Ross Town,Female,60 - 64 years,2.0
2018,New Ross Town,Female,65 - 69 years,2.0
2018,New Ross Town,Female,70 - 74 years,3.0
2018,New Ross Town,Female,75 - 79 years,5.0
2018,New Ross Town,Female,80 - 84 years,8.0
2018,New Ross Town,Female,85 years and over,14.0
2018,New Ross Town,Female,All ages,36.0
2018,Wexford Borough,Both sexes,Under 1 year,2.0
2018,Wexford Borough,Both sexes,1 - 4 years,0.0
2018,Wexford Borough,Both sexes,5 - 9 years,0.0
2018,Wexford Borough,Both sexes,10 - 14 years,0.0
2018,Wexford Borough,Both sexes,15 - 19 years,1.0
2018,Wexford Borough,Both sexes,20 - 24 years,1.0
2018,Wexford Borough,Both sexes,25 - 29 years,0.0
2018,Wexford Borough,Both sexes,30 - 34 years,0.0
2018,Wexford Borough,Both sexes,35 - 39 years,4.0
2018,Wexford Borough,Both sexes,40 - 44 years,3.0
